pH,phycocyaninBGA_RFU,date,dateTime,MULakeNumber,waterPressure_barA,barometerAirHandheld_mbars,temp_degC,doSaturation_percent,doConcentration_mgpL,specificConductivity_uSpcm,turbidity_FNU,chlorophyll_RFU,salinity_psu,tds_mgpL,orp_mV,latitude,longitude,altitude_m,depth_m,verticalPosition_m
9.09,2.163,2018-06-13,2018-06-13T14:22:03Z,150,NA,991.1999999999999,29.026,133,10.22,170.5,12.31,1.279,NA,NA,NA,NA,NA,NA,1.379,1.379
9.09,2.168,2018-06-13,2018-06-13T14:22:05Z,150,NA,991.1999999999999,28.981,133.1,10.24,170.4,12.37,1.286,NA,NA,NA,NA,NA,NA,1.428,1.428
9.1,2.175,2018-06-13,2018-06-13T14:22:07Z,150,NA,991.1999999999999,28.932,133.3,10.26,170.4,12.33,1.277,NA,NA,NA,NA,NA,NA,1.475,1.475
9.1,2.177,2018-06-13,2018-06-13T14:22:09Z,150,NA,991.0666666666666,28.905,133.4,10.28,170.3,12.43,1.294,NA,NA,NA,NA,NA,NA,1.528,1.528
9.1,2.184,2018-06-13,2018-06-13T14:22:11Z,150,NA,991.1999999999999,28.89,133.6,10.29,170.2,12.22,1.298,NA,NA,NA,NA,NA,NA,1.577,1.577
9.1,2.187,2018-06-13,2018-06-13T14:22:13Z,150,NA,991.1999999999999,28.866,133.7,10.3,170.2,12.1,1.303,NA,NA,NA,NA,NA,NA,1.624,1.624
9.11,2.208,2018-06-13,2018-06-13T14:22:15Z,150,NA,991.1999999999999,28.835,133.7,10.31,170.3,12.13,1.286,NA,NA,NA,NA,NA,NA,1.679,1.679
9.11,2.235,2018-06-13,2018-06-13T14:22:17Z,150,NA,991.1999999999999,28.794,133.6,10.31,170.3,12.13,1.287,NA,NA,NA,NA,NA,NA,1.736,1.736
9.11,2.232,2018-06-13,2018-06-13T14:22:19Z,150,NA,991.1999999999999,28.746,133.5,10.31,170.3,12.29,1.251,NA,NA,NA,NA,NA,NA,1.798,1.798
9.11,2.271,2018-06-13,2018-06-13T14:22:21Z,150,NA,991.1999999999999,28.702,133.3,10.3,170.4,12.39,1.226,NA,NA,NA,NA,NA,NA,1.854,1.854
9.11,2.313,2018-06-13,2018-06-13T14:22:23Z,150,NA,991.1999999999999,28.646,133,10.29,170.5,12.37,1.195,NA,NA,NA,NA,NA,NA,1.916,1.916
9.1,2.307,2018-06-13,2018-06-13T14:22:25Z,150,NA,991.1999999999999,28.587,132.5,10.26,170.5,12.63,1.167,NA,NA,NA,NA,NA,NA,1.973,1.973
9.1,2.267,2018-06-13,2018-06-13T14:22:27Z,150,NA,991.1999999999999,28.535,132,10.23,170.6,12.96,1.15,NA,NA,NA,NA,NA,NA,2.034,2.034
9.1,2.319,2018-06-13,2018-06-13T14:22:29Z,150,NA,991.3333333333334,28.491,131.3,10.18,170.6,13.29,1.137,NA,NA,NA,NA,NA,NA,2.09,2.09
9.09,2.295,2018-06-13,2018-06-13T14:22:31Z,150,NA,991.1999999999999,28.45,130.6,10.13,170.6,13.58,1.133,NA,NA,NA,NA,NA,NA,2.148,2.148
9.09,2.252,2018-06-13,2018-06-13T14:22:33Z,150,NA,991.1999999999999,28.416,129.8,10.08,170.6,13.74,1.116,NA,NA,NA,NA,NA,NA,2.198,2.198
9.09,2.186,2018-06-13,2018-06-13T14:22:35Z,150,NA,991.0666666666666,28.37,128.9,10.02,170.6,13.83,1.101,NA,NA,NA,NA,NA,NA,2.254,2.254
9.08,2.187,2018-06-13,2018-06-13T14:22:37Z,150,NA,991.1999999999999,28.325,123.4,9.6,170.6,13.92,1.1,NA,NA,NA,NA,NA,NA,2.304,2.304
9.08,2.184,2018-06-13,2018-06-13T14:22:39Z,150,NA,991.0666666666666,28.284,122.8,9.56,170.6,13.83,1.094,NA,NA,NA,NA,NA,NA,2.354,2.354
9.07,2.138,2018-06-13,2018-06-13T14:22:41Z,150,NA,991.1999999999999,28.242,122.6,9.55,170.6,13.65,1.076,NA,NA,NA,NA,NA,NA,2.41,2.41
9.07,2.099,2018-06-13,2018-06-13T14:22:43Z,150,NA,991.0666666666666,28.203,122.4,9.54,170.7,13.17,1.04,NA,NA,NA,NA,NA,NA,2.462,2.462
9.06,2.062,2018-06-13,2018-06-13T14:22:45Z,150,NA,991.1999999999999,28.156,122.1,9.52,170.8,12.71,1.031,NA,NA,NA,NA,NA,NA,2.514,2.514
9.06,1.999,2018-06-13,2018-06-13T14:22:47Z,150,NA,991.0666666666666,28.085,121.4,9.49,170.9,12.42,0.997,NA,NA,NA,NA,NA,NA,2.56,2.56
9.05,1.952,2018-06-13,2018-06-13T14:22:49Z,150,NA,991.1999999999999,27.999,113.6,8.88,171.1,12.1,0.97,NA,NA,NA,NA,NA,NA,2.609,2.609
8.62,1.812,2018-06-13,2018-06-13T14:22:51Z,150,NA,991.1999999999999,25.493,109.8,8.98,179.2,11.76,0.908,NA,NA,NA,NA,NA,NA,2.655,2.655
8.56,1.601,2018-06-13,2018-06-13T14:22:53Z,150,NA,991.1999999999999,24.712,99.1,8.22,182,11.3,0.854,NA,NA,NA,NA,NA,NA,2.704,2.704
8.51,1.382,2018-06-13,2018-06-13T14:22:55Z,150,NA,991.1999999999999,24.695,90.5,7.52,182.1,10.86,0.808,NA,NA,NA,NA,NA,NA,2.743,2.743
8.31,1.158,2018-06-13,2018-06-13T14:22:57Z,150,NA,991.3333333333334,24.952,73.8,6.1,181.4,10.68,0.78,NA,NA,NA,NA,NA,NA,2.781,2.781
8.25,0.895,2018-06-13,2018-06-13T14:22:59Z,150,NA,991.3333333333334,24.938,61,5.04,181.6,10.38,0.73,NA,NA,NA,NA,NA,NA,2.816,2.816
8.21,0.645,2018-06-13,2018-06-13T14:23:01Z,150,NA,991.1999999999999,24.864,49,4.06,182.1,10.04,0.681,NA,NA,NA,NA,NA,NA,2.853,2.853
8.16,0.413,2018-06-13,2018-06-13T14:23:03Z,150,NA,991.0666666666666,24.783,40,3.31,182.5,9.7,0.643,NA,NA,NA,NA,NA,NA,2.892,2.892
8.12,0.197,2018-06-13,2018-06-13T14:23:05Z,150,NA,991.1999999999999,24.745,34.4,2.85,182.7,9.36,0.645,NA,NA,NA,NA,NA,NA,2.934,2.934
7.98,-0.023,2018-06-13,2018-06-13T14:23:07Z,150,NA,991.1999999999999,24.701,31.9,2.65,182.8,9.27,0.649,NA,NA,NA,NA,NA,NA,2.971,2.971
7.95,-0.121,2018-06-13,2018-06-13T14:23:09Z,150,NA,991.0666666666666,24.587,30.1,2.5,183.1,9.25,0.635,NA,NA,NA,NA,NA,NA,3.008,3.008
7.93,-0.179,2018-06-13,2018-06-13T14:23:11Z,150,NA,991.0666666666666,24.451,24.2,2.02,183.5,9.2,0.635,NA,NA,NA,NA,NA,NA,3.054,3.054
7.91,-0.192,2018-06-13,2018-06-13T14:23:13Z,150,NA,991.0666666666666,24.348,21.6,1.8,183.7,9.22,0.646,NA,NA,NA,NA,NA,NA,3.097,3.097
7.89,-0.239,2018-06-13,2018-06-13T14:23:15Z,150,NA,991.0666666666666,24.225,20.1,1.68,184,9.29,0.639,NA,NA,NA,NA,NA,NA,3.143,3.143
7.88,-0.261,2018-06-13,2018-06-13T14:23:17Z,150,NA,991.1999999999999,24.088,18.7,1.57,184.4,9.43,0.623,NA,NA,NA,NA,NA,NA,3.189,3.189
7.77,-0.272,2018-06-13,2018-06-13T14:23:19Z,150,NA,991.1999999999999,22.76,13.8,1.19,189,9.65,0.603,NA,NA,NA,NA,NA,NA,3.235,3.235
7.73,-0.285,2018-06-13,2018-06-13T14:23:21Z,150,NA,991.1999999999999,22.651,12.4,1.07,189.1,9.8,0.568,NA,NA,NA,NA,NA,NA,3.286,3.286
7.71,-0.284,2018-06-13,2018-06-13T14:23:23Z,150,NA,991.1999999999999,22.528,11.4,0.99,189.5,9.93,0.561,NA,NA,NA,NA,NA,NA,3.346,3.346
7.7,-0.298,2018-06-13,2018-06-13T14:23:25Z,150,NA,991.1999999999999,22.624,10.9,0.94,189,10.13,0.524,NA,NA,NA,NA,NA,NA,3.401,3.401
7.69,-0.312,2018-06-13,2018-06-13T14:23:27Z,150,NA,991.3333333333334,22.687,10.4,0.9,188.6,10.38,0.521,NA,NA,NA,NA,NA,NA,3.46,3.46
7.68,-0.315,2018-06-13,2018-06-13T14:23:29Z,150,NA,991.1999999999999,22.652,10,0.86,188.6,10.57,0.523,NA,NA,NA,NA,NA,NA,3.51,3.51
7.66,-0.319,2018-06-13,2018-06-13T14:23:31Z,150,NA,991.3333333333334,22.556,9.7,0.83,188.9,10.76,0.525,NA,NA,NA,NA,NA,NA,3.567,3.567
7.65,-0.323,2018-06-13,2018-06-13T14:23:33Z,150,NA,991.3333333333334,22.45,9.3,0.81,189.3,11.09,0.52,NA,NA,NA,NA,NA,NA,3.622,3.622
7.64,-0.318,2018-06-13,2018-06-13T14:23:35Z,150,NA,991.3333333333334,22.355,8.7,0.75,189.7,11.5,0.537,NA,NA,NA,NA,NA,NA,3.685,3.685
7.64,-0.335,2018-06-13,2018-06-13T14:23:37Z,150,NA,991.3333333333334,21.387,8.1,0.71,193.4,11.79,0.526,NA,NA,NA,NA,NA,NA,3.744,3.744
7.63,-0.333,2018-06-13,2018-06-13T14:23:39Z,150,NA,991.1999999999999,21.052,7.5,0.67,194.5,12.21,0.507,NA,NA,NA,NA,NA,NA,3.808,3.808
7.53,-0.343,2018-06-13,2018-06-13T14:23:41Z,150,NA,991.3333333333334,21.142,7,0.62,193.8,12.73,0.514,NA,NA,NA,NA,NA,NA,3.863,3.863
7.52,-0.339,2018-06-13,2018-06-13T14:23:43Z,150,NA,991.1999999999999,21.029,6.6,0.58,193.9,13.42,0.514,NA,NA,NA,NA,NA,NA,3.919,3.919
7.51,-0.349,2018-06-13,2018-06-13T14:23:45Z,150,NA,991.1999999999999,20.966,6.2,0.55,194,13.95,0.497,NA,NA,NA,NA,NA,NA,3.984,3.984
7.49,-0.356,2018-06-13,2018-06-13T14:23:47Z,150,NA,991.1999999999999,20.923,5.9,0.52,193.9,15.26,0.492,NA,NA,NA,NA,NA,NA,4.04,4.04
7.48,-0.097,2018-06-13,2018-06-13T14:23:49Z,150,NA,991.1999999999999,20.843,5.6,0.5,193.9,242.26,0.82,NA,NA,NA,NA,NA,NA,4.098,4.098
7.47,0.307,2018-06-13,2018-06-13T14:23:51Z,150,NA,991.1999999999999,20.788,5.3,0.47,194,63.17,1.191,NA,NA,NA,NA,NA,NA,4.15,4.15
7.45,0.562,2018-06-13,2018-06-13T14:23:53Z,150,NA,991.1999999999999,20.69,5,0.45,194.3,689.48,1.473,NA,NA,NA,NA,NA,NA,4.209,4.209
7.44,1.077,2018-06-13,2018-06-13T14:23:55Z,150,NA,991.1999999999999,20.54,4.7,0.43,195,78.68,6.623,NA,NA,NA,NA,NA,NA,4.262,4.262
7.43,2.042,2018-06-13,2018-06-13T14:23:57Z,150,NA,991.1999999999999,20.399,4.5,0.41,195.6,162.66,3.675,NA,NA,NA,NA,NA,NA,4.314,4.314
7.43,2.619,2018-06-13,2018-06-13T14:23:59Z,150,NA,991.0666666666666,20.238,4.2,0.38,196.3,200.3,2.085,NA,NA,NA,NA,NA,NA,4.356,4.356
7.42,2.866,2018-06-13,2018-06-13T14:24:01Z,150,NA,991.1999999999999,20.098,4,0.36,197,477.8,1.37,NA,NA,NA,NA,NA,NA,4.399,4.399
7.41,0.15,2018-06-13,2018-06-13T14:24:03Z,150,NA,991.1999999999999,19.983,3.8,0.34,197.6,412.71,0.906,NA,NA,NA,NA,NA,NA,4.439,4.439
7.41,1.888,2018-06-13,2018-06-13T14:24:05Z,150,NA,991.3333333333334,19.849,3.5,0.32,198.3,329.9,0.948,NA,NA,NA,NA,NA,NA,4.482,4.482
7.4,1.154,2018-06-13,2018-06-13T14:24:07Z,150,NA,991.1999999999999,19.742,3.3,0.3,199,280.11,1.061,NA,NA,NA,NA,NA,NA,4.518,4.518
7.38,0.342,2018-06-13,2018-06-13T14:24:09Z,150,NA,991.1999999999999,19.642,3.2,0.29,199.5,290.17,0.942,NA,NA,NA,NA,NA,NA,4.551,4.551
7.37,0.142,2018-06-13,2018-06-13T14:24:11Z,150,NA,991.3333333333334,19.57,3.1,0.28,200,299.6,0.855,NA,NA,NA,NA,NA,NA,4.578,4.578
7.36,0.187,2018-06-13,2018-06-13T14:24:13Z,150,NA,991.1999999999999,19.516,3,0.28,200.4,284.69,0.834,NA,NA,NA,NA,NA,NA,4.601,4.601
7.35,0.141,2018-06-13,2018-06-13T14:24:15Z,150,NA,991.1999999999999,19.478,3,0.27,200.7,277.77,0.819,NA,NA,NA,NA,NA,NA,4.625,4.625
