MULakeNumber,Date,beginDepth,endDepth_char,endDepth_m,parameterType,unit,parameterValue,parameterValueQCCodeID,samplingSiteLatitude,samplingSiteLongitude,waterBody,sampleQAQCType,dateTime
440,2023-05-12,0,SURF,0.00,MIC_tox,ug/L,      0.000,2,38.89366519171705,-91.73737992299542,Crow Pond,Sample,2023-05-12T12:43:00Z
440,2023-05-12,0,SURF,0.00,MIC_tox,ug/L,      0.000,2,38.89366519171705,-91.73737992299542,Crow Pond,Sample,2023-05-12T12:43:00Z
440,2023-05-12,0,EPI,0.00,NH4,ug/L,        10,NA,38.89366519171705,-91.73737992299542,Crow Pond,Sample,2023-05-12T12:43:00Z
440,2023-05-12,0,EPI,0.00,NH4,ug/L,         9,NA,38.89366519171705,-91.73737992299542,Crow Pond,Sample,2023-05-12T12:43:00Z
440,2023-05-12,0,EPI,0.00,NO3,ug/L,         0,2,38.89366519171705,-91.73737992299542,Crow Pond,Sample,2023-05-12T12:43:00Z
440,2023-05-12,0,EPI,0.00,NO3,ug/L,         0,2,38.89366519171705,-91.73737992299542,Crow Pond,Sample,2023-05-12T12:43:00Z
440,2023-05-12,0,EPI,0.00,PHEO,ug PHEO/L,        10.73,NA,38.89366519171705,-91.73737992299542,Crow Pond,Sample,2023-05-12T12:43:00Z
440,2023-05-12,0,EPI,0.00,PHEO,ug PHEO/L,        11.78,9,38.89366519171705,-91.73737992299542,Crow Pond,Sample,2023-05-12T12:43:00Z
440,2023-05-12,0,EPI,0.00,PIM,mg/L,      2.6,NA,38.89366519171705,-91.73737992299542,Crow Pond,Sample,2023-05-12T12:43:00Z
440,2023-05-12,0,EPI,0.00,POM,mg/L,      2.2,NA,38.89366519171705,-91.73737992299542,Crow Pond,Sample,2023-05-12T12:43:00Z
440,2023-05-12,0,SURF,0.00,SAX_tox,ug/L,      0.011,2,38.89366519171705,-91.73737992299542,Crow Pond,Sample,2023-05-12T12:43:00Z
440,2023-05-12,0,SURF,0.00,SAX_tox,ug/L,      0.000,2,38.89366519171705,-91.73737992299542,Crow Pond,Sample,2023-05-12T12:43:00Z
440,2023-05-12,0,ACTUAL,  NA,SECCHI,m,      0.89,NA,38.89366519171705,-91.73737992299542,Crow Pond,Sample,2023-05-12T12:43:00Z
440,2023-05-12,0,ACTUAL,  NA,SECCHI,m,      0.78,NA,38.89366519171705,-91.73737992299542,Crow Pond,Sample,2023-05-12T12:43:00Z
440,2023-05-12,0,EPI,0.00,TDN,ug/L,       740.0,NA,38.89366519171705,-91.73737992299542,Crow Pond,Sample,2023-05-12T12:43:00Z
440,2023-05-12,0,EPI,0.00,TDN,ug/L,       720.0,NA,38.89366519171705,-91.73737992299542,Crow Pond,Sample,2023-05-12T12:43:00Z
440,2023-05-12,0,EPI,0.00,TDN,ug/L,       760.0,NA,38.89366519171705,-91.73737992299542,Crow Pond,Sample,2023-05-12T12:43:00Z
440,2023-05-12,0,EPI,0.00,TN,ug/L,      1220.0,NA,38.89366519171705,-91.73737992299542,Crow Pond,Sample,2023-05-12T12:43:00Z
440,2023-05-12,0,EPI,0.00,TN,ug/L,      1240.0,NA,38.89366519171705,-91.73737992299542,Crow Pond,Sample,2023-05-12T12:43:00Z
440,2023-05-12,0,EPI,0.00,TN,ug/L,      1250.0,NA,38.89366519171705,-91.73737992299542,Crow Pond,Sample,2023-05-12T12:43:00Z
440,2023-05-12,0,EPI,0.00,TSS,mg/L,      4.8,NA,38.89366519171705,-91.73737992299542,Crow Pond,Sample,2023-05-12T12:43:00Z
440,2023-05-12,0,SURF,0.50,Temp,C,     23.752,NA,38.89366519171705,-91.73737992299542,Crow Pond,Sample,2023-05-12T12:43:00Z
440,2023-05-12,0,EPI,0.00,Tot_fluor,RFU, 977193.75,NA,38.89366519171705,-91.73737992299542,Crow Pond,Sample,2023-05-12T12:43:00Z
440,2023-05-12,0,EPI,0.00,Tot_fluor,RFU, 932470.94,NA,38.89366519171705,-91.73737992299542,Crow Pond,Sample,2023-05-12T12:43:00Z
440,2023-05-12,0,SURF,0.50,pH,unitless,      7.39,NA,38.89366519171705,-91.73737992299542,Crow Pond,Sample,2023-05-12T12:43:00Z
219,2023-05-17,0,SURF,0.00,ANA_tox,ug/L,      0.187,NA,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,SURF,0.00,ANA_tox,ug/L,      0.267,NA,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,EPI,1.30,Acid_fluor,RFU, 244778.69,NA,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,EPI,1.30,Acid_fluor,RFU, 339949.12,NA,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,SURF,0.00,Acid_fluor,RFU, 409425.66,NA,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,SURF,0.00,Acid_fluor,RFU, 431537.69,NA,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,EPI,1.30,CHL_A_COR,ug/L,         0.88,3,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,EPI,1.30,CHL_A_COR,ug/L,         1.52,3,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,SURF,0.00,CHL_A_COR,ug/L,         2.60,NA,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,SURF,0.00,CHL_A_COR,ug/L,         2.23,NA,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,EPI,1.30,CHL_A_lab,ug/L,         2.45,3,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,EPI,1.30,CHL_A_lab,ug/L,         3.56,3,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,SURF,0.00,CHL_A_lab,ug/L,         3.90,NA,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,SURF,0.00,CHL_A_lab,ug/L,         3.84,NA,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,SURF,0.00,CYL_tox,ug/L,      0.000,2,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,SURF,0.00,CYL_tox,ug/L,      0.000,2,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,SURF,0.50,DO,mg/L,      6.67,NA,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,SURF,0.00,MIC_tox,ug/L,      0.168,NA,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,SURF,0.00,MIC_tox,ug/L,      0.174,NA,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,EPI,1.30,NH4,ug/L,        76,NA,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,EPI,1.30,NH4,ug/L,        78,NA,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,EPI,1.30,NO3,ug/L,        13,NA,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,EPI,1.30,NO3,ug/L,        12,NA,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,EPI,1.30,PHEO,ug PHEO/L,         3.38,9,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,EPI,1.30,PHEO,ug PHEO/L,         4.40,9,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,SURF,0.00,PHEO,ug PHEO/L,         2.80,NA,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,SURF,0.00,PHEO,ug PHEO/L,         3.46,NA,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,EPI,1.30,PIM,mg/L,      0.9,3,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,EPI,1.30,PIM,mg/L,      0.3,3,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,EPI,1.30,POM,mg/L,      1.1,3,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,EPI,1.30,POM,mg/L,      1.6,3,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,SURF,0.00,SAX_tox,ug/L,      0.000,2,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,SURF,0.00,SAX_tox,ug/L,      0.015,NA,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,ACTUAL,  NA,SECCHI,m,      1.60,NA,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,ACTUAL,  NA,SECCHI,m,      1.71,NA,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,EPI,1.30,TDN,ug/L,      1030.0,NA,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,EPI,1.30,TDN,ug/L,      1000.0,NA,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,EPI,1.30,TDN,ug/L,      1030.0,NA,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,SURF,0.00,TN,ug/L,      1180.0,NA,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,SURF,0.00,TN,ug/L,      1270.0,NA,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,SURF,0.00,TN,ug/L,      1250.0,NA,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,EPI,1.30,TN,ug/L,      1030.0,NA,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,EPI,1.30,TN,ug/L,      1130.0,NA,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,EPI,1.30,TN,ug/L,      1110.0,NA,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,SURF,0.00,TP,ug/L,        96.0,NA,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,SURF,0.00,TP,ug/L,        97.0,NA,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,SURF,0.00,TP,ug/L,       100.0,NA,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,EPI,1.30,TP,ug/L,        97.0,NA,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,EPI,1.30,TP,ug/L,        96.0,NA,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,EPI,1.30,TP,ug/L,       102.0,NA,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,EPI,1.30,TSS,mg/L,      2.0,NA,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,EPI,1.30,TSS,mg/L,      1.9,NA,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,SURF,0.50,Temp,C,     21.955,NA,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,EPI,1.30,Tot_fluor,RFU, 303028.62,NA,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,EPI,1.30,Tot_fluor,RFU, 440090.88,NA,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,SURF,0.00,Tot_fluor,RFU, 636101.88,NA,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,SURF,0.00,Tot_fluor,RFU, 626102.38,NA,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
219,2023-05-17,0,SURF,0.50,pH,unitless,      8.25,NA,38.99396800788709,-92.48906599958491,Dairy 1,Sample,2023-05-17T11:44:00Z
276,2023-05-18,0,EPI,2.04,Acid_fluor,RFU,        NA,NA,38.75564629139913,-92.20634207078555,Ashland,Sample,2023-05-18T13:27:00Z
276,2023-05-18,0,EPI,2.04,Acid_fluor,RFU, 495101.44,NA,38.75564629139913,-92.20634207078555,Ashland,Sample,2023-05-18T13:27:00Z
276,2023-05-18,0,SURF,0.00,Acid_fluor,RFU, 307689.53,NA,38.75564629139913,-92.20634207078555,Ashland,Sample,2023-05-18T13:27:00Z
276,2023-05-18,0,SURF,0.00,Acid_fluor,RFU, 308711.50,NA,38.75564629139913,-92.20634207078555,Ashland,Sample,2023-05-18T13:27:00Z
276,2023-05-18,0,EPI,2.04,CHL_A_COR,ug/L,           NA,NA,38.75564629139913,-92.20634207078555,Ashland,Sample,2023-05-18T13:27:00Z
276,2023-05-18,0,EPI,2.04,CHL_A_COR,ug/L,         4.93,NA,38.75564629139913,-92.20634207078555,Ashland,Sample,2023-05-18T13:27:00Z
276,2023-05-18,0,SURF,0.00,CHL_A_COR,ug/L,         5.80,NA,38.75564629139913,-92.20634207078555,Ashland,Sample,2023-05-18T13:27:00Z
276,2023-05-18,0,SURF,0.00,CHL_A_COR,ug/L,         5.30,NA,38.75564629139913,-92.20634207078555,Ashland,Sample,2023-05-18T13:27:00Z
276,2023-05-18,0,EPI,2.04,CHL_A_lab,ug/L,        11.42,NA,38.75564629139913,-92.20634207078555,Ashland,Sample,2023-05-18T13:27:00Z
276,2023-05-18,0,EPI,2.04,CHL_A_lab,ug/L,        12.66,NA,38.75564629139913,-92.20634207078555,Ashland,Sample,2023-05-18T13:27:00Z
276,2023-05-18,0,SURF,0.00,CHL_A_lab,ug/L,         9.33,NA,38.75564629139913,-92.20634207078555,Ashland,Sample,2023-05-18T13:27:00Z
276,2023-05-18,0,SURF,0.00,CHL_A_lab,ug/L,         9.09,NA,38.75564629139913,-92.20634207078555,Ashland,Sample,2023-05-18T13:27:00Z
276,2023-05-18,0,EPI,2.04,PHEO,ug PHEO/L,           NA,NA,38.75564629139913,-92.20634207078555,Ashland,Sample,2023-05-18T13:27:00Z
276,2023-05-18,0,EPI,2.04,PHEO,ug PHEO/L,        16.62,NA,38.75564629139913,-92.20634207078555,Ashland,Sample,2023-05-18T13:27:00Z
276,2023-05-18,0,SURF,0.00,PHEO,ug PHEO/L,         7.59,NA,38.75564629139913,-92.20634207078555,Ashland,Sample,2023-05-18T13:27:00Z
276,2023-05-18,0,SURF,0.00,PHEO,ug PHEO/L,         8.13,NA,38.75564629139913,-92.20634207078555,Ashland,Sample,2023-05-18T13:27:00Z
276,2023-05-18,0,EPI,2.04,PIM,mg/L,     36.0,NA,38.75564629139913,-92.20634207078555,Ashland,Sample,2023-05-18T13:27:00Z
276,2023-05-18,0,EPI,2.04,PIM,mg/L,     31.7,NA,38.75564629139913,-92.20634207078555,Ashland,Sample,2023-05-18T13:27:00Z
276,2023-05-18,0,EPI,2.04,POM,mg/L,      6.0,NA,38.75564629139913,-92.20634207078555,Ashland,Sample,2023-05-18T13:27:00Z
276,2023-05-18,0,EPI,2.04,POM,mg/L,      8.0,NA,38.75564629139913,-92.20634207078555,Ashland,Sample,2023-05-18T13:27:00Z
276,2023-05-18,0,EPI,2.04,TSS,mg/L,     42.0,NA,38.75564629139913,-92.20634207078555,Ashland,Sample,2023-05-18T13:27:00Z
276,2023-05-18,0,EPI,2.04,TSS,mg/L,     39.7,NA,38.75564629139913,-92.20634207078555,Ashland,Sample,2023-05-18T13:27:00Z
276,2023-05-18,0,EPI,2.04,Tot_fluor,RFU, 563980.00,NA,38.75564629139913,-92.20634207078555,Ashland,Sample,2023-05-18T13:27:00Z
276,2023-05-18,0,EPI,2.04,Tot_fluor,RFU, 625304.38,NA,38.75564629139913,-92.20634207078555,Ashland,Sample,2023-05-18T13:27:00Z
276,2023-05-18,0,SURF,0.00,Tot_fluor,RFU, 460899.12,NA,38.75564629139913,-92.20634207078555,Ashland,Sample,2023-05-18T13:27:00Z
276,2023-05-18,0,SURF,0.00,Tot_fluor,RFU, 448830.38,NA,38.75564629139913,-92.20634207078555,Ashland,Sample,2023-05-18T13:27:00Z
44,2023-05-17,0,SURF,0.00,ANA_tox,ug/L,      0.274,NA,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,SURF,0.00,ANA_tox,ug/L,      0.392,NA,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,EPI,1.39,Acid_fluor,RFU, 376437.00,NA,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,EPI,1.39,Acid_fluor,RFU, 358120.69,NA,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,SURF,0.00,Acid_fluor,RFU,        NA,NA,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,SURF,0.00,Acid_fluor,RFU, 583439.31,NA,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,EPI,1.39,CHL_A_COR,ug/L,         2.82,9,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,EPI,1.39,CHL_A_COR,ug/L,         2.54,NA,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,SURF,0.00,CHL_A_COR,ug/L,           NA,NA,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,SURF,0.00,CHL_A_COR,ug/L,         3.32,NA,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,EPI,1.39,CHL_A_lab,ug/L,         6.27,9,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,EPI,1.39,CHL_A_lab,ug/L,         5.89,NA,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,SURF,0.00,CHL_A_lab,ug/L,         3.10,3,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,SURF,0.00,CHL_A_lab,ug/L,         6.50,3,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,SURF,0.00,CYL_tox,ug/L,      0.000,2,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,SURF,0.00,CYL_tox,ug/L,      0.000,2,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,SURF,0.50,DO,mg/L,      8.41,NA,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,SURF,0.00,MIC_tox,ug/L,      0.208,NA,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,SURF,0.00,MIC_tox,ug/L,      0.145,NA,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,EPI,1.39,NH4,ug/L,        24,NA,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,EPI,1.39,NH4,ug/L,        22,NA,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,EPI,1.39,NO3,ug/L,        14,NA,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,EPI,1.39,NO3,ug/L,        13,NA,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,EPI,1.39,PHEO,ug PHEO/L,         7.43,9,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,EPI,1.39,PHEO,ug PHEO/L,         7.21,NA,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,SURF,0.00,PHEO,ug PHEO/L,           NA,NA,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,SURF,0.00,PHEO,ug PHEO/L,         6.84,NA,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,EPI,1.39,PIM,mg/L,      2.1,NA,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,EPI,1.39,PIM,mg/L,      1.8,NA,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,EPI,1.39,POM,mg/L,      2.0,NA,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,EPI,1.39,POM,mg/L,      2.1,NA,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,SURF,0.00,SAX_tox,ug/L,      0.005,2,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,SURF,0.00,SAX_tox,ug/L,      0.019,NA,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,ACTUAL,  NA,SECCHI,m,      1.33,NA,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,ACTUAL,  NA,SECCHI,m,      1.20,NA,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,EPI,1.39,TDN,ug/L,       530.0,NA,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,EPI,1.39,TDN,ug/L,       590.0,NA,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,EPI,1.39,TDN,ug/L,       510.0,NA,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,EPI,1.39,TN,ug/L,       660.0,NA,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,EPI,1.39,TN,ug/L,       620.0,NA,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,EPI,1.39,TN,ug/L,       630.0,NA,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,SURF,0.00,TN,ug/L,       670.0,NA,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,SURF,0.00,TN,ug/L,       660.0,NA,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,SURF,0.00,TN,ug/L,       690.0,NA,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,EPI,1.39,TP,ug/L,        33.0,NA,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,EPI,1.39,TP,ug/L,        36.0,NA,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,EPI,1.39,TP,ug/L,        38.0,NA,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,SURF,0.00,TP,ug/L,        41.0,3,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,SURF,0.00,TP,ug/L,        34.0,3,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,SURF,0.00,TP,ug/L,        33.0,3,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,SURF,0.00,TP,ug/L,        33.0,3,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,SURF,0.00,TP,ug/L,        32.0,3,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
44,2023-05-17,0,EPI,1.39,TSS,mg/L,      4.1,NA,39.16545914696375,-92.73099793244853,Fayette,Sample,2023-05-17T14:05:00Z
